"";"rua";"cohort";"sex";"agegr";"year";"endpoint";"events";"followupyears"
"38253";"FIN-WESa";1;"Men";"35-44";1998;"CHD2";0;139.378
"38254";"FIN-WESa";1;"Men";"35-44";1999;"CHD2";0;105.301
"38255";"FIN-WESa";1;"Men";"35-44";2000;"CHD2";0;70.10996
"38256";"FIN-WESa";1;"Men";"35-44";2001;"CHD2";0;31.03146
"38257";"FIN-WESa";1;"Men";"35-44";2002;"CHD2";0;2.672343
"38258";"FIN-WESa";1;"Men";"45-54";1982;"CHD2";0;343.994
"38259";"FIN-WESa";1;"Men";"45-54";1983;"CHD2";1;387.8328
"38260";"FIN-WESa";1;"Men";"45-54";1984;"CHD2";2;380.3598
"38261";"FIN-WESa";1;"Men";"45-54";1985;"CHD2";0;369.232
"38262";"FIN-WESa";1;"Men";"45-54";1986;"CHD2";0;353.8571
"38263";"FIN-WESa";1;"Men";"45-54";1987;"CHD2";0;349.2464
"38264";"FIN-WESa";1;"Men";"45-54";1988;"CHD2";1;342.7518
"38265";"FIN-WESa";1;"Men";"45-54";1989;"CHD2";4;343.9283
"38266";"FIN-WESa";1;"Men";"45-54";1990;"CHD2";0;338.8056
"38267";"FIN-WESa";1;"Men";"45-54";1991;"CHD2";1;348.5824
"38268";"FIN-WESa";1;"Men";"45-54";1992;"CHD2";1;362.1283
"38269";"FIN-WESa";1;"Men";"45-54";1993;"CHD2";1;371.364
"38270";"FIN-WESa";1;"Men";"45-54";1994;"CHD2";2;377.1485
"38271";"FIN-WESa";1;"Men";"45-54";1995;"CHD2";1;374.4668
"38272";"FIN-WESa";1;"Men";"45-54";1996;"CHD2";0;377.577
"38273";"FIN-WESa";1;"Men";"45-54";1997;"CHD2";1;374.1972
"38274";"FIN-WESa";1;"Men";"45-54";1998;"CHD2";0;383.0552
"38275";"FIN-WESa";1;"Men";"45-54";1999;"CHD2";1;385.9281
"38276";"FIN-WESa";1;"Men";"45-54";2000;"CHD2";0;382.4316
"38277";"FIN-WESa";1;"Men";"45-54";2001;"CHD2";0;374.5635
"38278";"FIN-WESa";1;"Men";"45-54";2002;"CHD2";1;353.9614
"38279";"FIN-WESa";1;"Men";"45-54";2003;"CHD2";0;312.8584
"38280";"FIN-WESa";1;"Men";"45-54";2004;"CHD2";0;274.1154
"38281";"FIN-WESa";1;"Men";"45-54";2005;"CHD2";0;243.965
"38282";"FIN-WESa";1;"Men";"45-54";2006;"CHD2";0;207.0108
"38283";"FIN-WESa";1;"Men";"55-64";1982;"CHD2";4;360.8999
"38284";"FIN-WESa";1;"Men";"55-64";1983;"CHD2";4;440.4947
"38285";"FIN-WESa";1;"Men";"55-64";1984;"CHD2";3;443.0884
"38286";"FIN-WESa";1;"Men";"55-64";1985;"CHD2";2;434.0575
"38287";"FIN-WESa";1;"Men";"55-64";1986;"CHD2";3;427.3721
"38288";"FIN-WESa";1;"Men";"55-64";1987;"CHD2";1;418.7735
"38289";"FIN-WESa";1;"Men";"55-64";1988;"CHD2";5;405.7552
"38290";"FIN-WESa";1;"Men";"55-64";1989;"CHD2";2;388.2909
"38291";"FIN-WESa";1;"Men";"55-64";1990;"CHD2";4;388.5703
"38292";"FIN-WESa";1;"Men";"55-64";1991;"CHD2";2;373.5895
"38293";"FIN-WESa";1;"Men";"55-64";1992;"CHD2";2;354.0933
"38294";"FIN-WESa";1;"Men";"55-64";1993;"CHD2";3;346.1526
"38295";"FIN-WESa";1;"Men";"55-64";1994;"CHD2";1;340.0519
"38296";"FIN-WESa";1;"Men";"55-64";1995;"CHD2";1;331.6363
"38297";"FIN-WESa";1;"Men";"55-64";1996;"CHD2";3;313.0065
"38298";"FIN-WESa";1;"Men";"55-64";1997;"CHD2";1;310.8536
"38299";"FIN-WESa";1;"Men";"55-64";1998;"CHD2";0;306.3126
"38300";"FIN-WESa";1;"Men";"55-64";1999;"CHD2";2;307.0813
"38301";"FIN-WESa";1;"Men";"55-64";2000;"CHD2";0;302.2928
"38302";"FIN-WESa";1;"Men";"55-64";2001;"CHD2";0;315.5096
"38303";"FIN-WESa";1;"Men";"55-64";2002;"CHD2";0;327.5733
"38304";"FIN-WESa";1;"Men";"55-64";2003;"CHD2";1;338.9175
"38305";"FIN-WESa";1;"Men";"55-64";2004;"CHD2";1;343.9346
"38306";"FIN-WESa";1;"Men";"55-64";2005;"CHD2";0;345.2632
"38307";"FIN-WESa";1;"Men";"55-64";2006;"CHD2";1;346.196
"38308";"FIN-WESa";1;"Men";"65-69";1983;"CHD2";0;7.204535
"38309";"FIN-WESa";1;"Men";"65-69";1984;"CHD2";0;35.43343
"38310";"FIN-WESa";1;"Men";"65-69";1985;"CHD2";1;76.8483
"38311";"FIN-WESa";1;"Men";"65-69";1986;"CHD2";1;120.4054
"38312";"FIN-WESa";1;"Men";"65-69";1987;"CHD2";3;159.1035
"38313";"FIN-WESa";1;"Men";"65-69";1988;"CHD2";3;184.2757
"38314";"FIN-WESa";1;"Men";"65-69";1989;"CHD2";4;187.1926
"38315";"FIN-WESa";1;"Men";"65-69";1990;"CHD2";2;185.3042
"38316";"FIN-WESa";1;"Men";"65-69";1991;"CHD2";4;182.2264
"38317";"FIN-WESa";1;"Men";"65-69";1992;"CHD2";1;182.0229
"38318";"FIN-WESa";1;"Men";"65-69";1993;"CHD2";2;175.6188
"38319";"FIN-WESa";1;"Men";"65-69";1994;"CHD2";2;169.116
"38320";"FIN-WESa";1;"Men";"65-69";1995;"CHD2";4;166.7456
"38321";"FIN-WESa";1;"Men";"65-69";1996;"CHD2";2;174.2483
"38322";"FIN-WESa";1;"Men";"65-69";1997;"CHD2";2;169.8479
"38323";"FIN-WESa";1;"Men";"65-69";1998;"CHD2";2;163.3078
"38324";"FIN-WESa";1;"Men";"65-69";1999;"CHD2";1;151.4565
"38325";"FIN-WESa";1;"Men";"65-69";2000;"CHD2";3;157.265
"38326";"FIN-WESa";1;"Men";"65-69";2001;"CHD2";0;150.0593
"38327";"FIN-WESa";1;"Men";"65-69";2002;"CHD2";0;149.2479
"38328";"FIN-WESa";1;"Men";"65-69";2003;"CHD2";1;148.4994
"38329";"FIN-WESa";1;"Men";"65-69";2004;"CHD2";0;154.8354
"38330";"FIN-WESa";1;"Men";"65-69";2005;"CHD2";1;139.1847
"38331";"FIN-WESa";1;"Men";"65-69";2006;"CHD2";0;136.5486
"38332";"FIN-WESa";1;"Men";"70-74";1988;"CHD2";0;6.73164
"38333";"FIN-WESa";1;"Men";"70-74";1989;"CHD2";0;28.63149
"38334";"FIN-WESa";1;"Men";"70-74";1990;"CHD2";3;57.10426
"38335";"FIN-WESa";1;"Men";"70-74";1991;"CHD2";3;90.93067
"38336";"FIN-WESa";1;"Men";"70-74";1992;"CHD2";2;126.7324
"38337";"FIN-WESa";1;"Men";"70-74";1993;"CHD2";0;154.1883
"38338";"FIN-WESa";1;"Men";"70-74";1994;"CHD2";3;165.1323
"38339";"FIN-WESa";1;"Men";"70-74";1995;"CHD2";0;162.3361
"38340";"FIN-WESa";1;"Men";"70-74";1996;"CHD2";0;156.3035
"38341";"FIN-WESa";1;"Men";"70-74";1997;"CHD2";1;154.9508
"38342";"FIN-WESa";1;"Men";"70-74";1998;"CHD2";2;153.1627
"38343";"FIN-WESa";1;"Men";"70-74";1999;"CHD2";2;145.8209
"38344";"FIN-WESa";1;"Men";"70-74";2000;"CHD2";1;144.9949
"38345";"FIN-WESa";1;"Men";"70-74";2001;"CHD2";1;143.7371
"38346";"FIN-WESa";1;"Men";"70-74";2002;"CHD2";2;143.1717
"38347";"FIN-WESa";1;"Men";"70-74";2003;"CHD2";1;141.7222
"38348";"FIN-WESa";1;"Men";"70-74";2004;"CHD2";2;131.4489
"38349";"FIN-WESa";1;"Men";"70-74";2005;"CHD2";0;138.4051
"38350";"FIN-WESa";1;"Men";"70-74";2006;"CHD2";1;134.431
"38351";"FIN-WESa";1;"Men";">74";1993;"CHD2";0;4.237849
"38352";"FIN-WESa";1;"Men";">74";1994;"CHD2";1;18.62239
"38353";"FIN-WESa";1;"Men";">74";1995;"CHD2";0;43.89082
"38354";"FIN-WESa";1;"Men";">74";1996;"CHD2";1;76.85515
"38355";"FIN-WESa";1;"Men";">74";1997;"CHD2";2;105.5335
"38356";"FIN-WESa";1;"Men";">74";1998;"CHD2";2;129.0328
"38357";"FIN-WESa";1;"Men";">74";1999;"CHD2";4;151.0652
"38358";"FIN-WESa";1;"Men";">74";2000;"CHD2";4;164.2939
"38359";"FIN-WESa";1;"Men";">74";2001;"CHD2";4;178.9621
"38360";"FIN-WESa";1;"Men";">74";2002;"CHD2";7;190.9442
"38361";"FIN-WESa";1;"Men";">74";2003;"CHD2";2;203.3119
"38362";"FIN-WESa";1;"Men";">74";2004;"CHD2";5;213.5733
"38363";"FIN-WESa";1;"Men";">74";2005;"CHD2";5;226.5256
"38364";"FIN-WESa";1;"Men";">74";2006;"CHD2";8;235.7831
"41701";"FIN-WESa";1;"Men";"<35";1982;"STROKE2";0;315.5465
"41702";"FIN-WESa";1;"Men";"<35";1983;"STROKE2";0;326.908
"41703";"FIN-WESa";1;"Men";"<35";1984;"STROKE2";0;285.8194
"41704";"FIN-WESa";1;"Men";"<35";1985;"STROKE2";0;254.4454
"41705";"FIN-WESa";1;"Men";"<35";1986;"STROKE2";0;216.8586
"41706";"FIN-WESa";1;"Men";"<35";1987;"STROKE2";0;180.0797
"41707";"FIN-WESa";1;"Men";"<35";1988;"STROKE2";0;142.378
"41708";"FIN-WESa";1;"Men";"<35";1989;"STROKE2";0;108.301
"41709";"FIN-WESa";1;"Men";"<35";1990;"STROKE2";0;71.22145
"41710";"FIN-WESa";1;"Men";"<35";1991;"STROKE2";0;31.03145
"41711";"FIN-WESa";1;"Men";"<35";1992;"STROKE2";0;2.672342
"41712";"FIN-WESa";1;"Men";"35-44";1982;"STROKE2";0;322.0157
"41713";"FIN-WESa";1;"Men";"35-44";1983;"STROKE2";0;384.2383
"41714";"FIN-WESa";1;"Men";"35-44";1984;"STROKE2";0;389.633
"41715";"FIN-WESa";1;"Men";"35-44";1985;"STROKE2";0;388.4736
"41716";"FIN-WESa";1;"Men";"35-44";1986;"STROKE2";0;391.313
"41717";"FIN-WESa";1;"Men";"35-44";1987;"STROKE2";0;388.9042
"41718";"FIN-WESa";1;"Men";"35-44";1988;"STROKE2";0;397.4356
"41719";"FIN-WESa";1;"Men";"35-44";1989;"STROKE2";0;399.041
"41720";"FIN-WESa";1;"Men";"35-44";1990;"STROKE2";0;393.3543
"41721";"FIN-WESa";1;"Men";"35-44";1991;"STROKE2";0;383.7505
"41722";"FIN-WESa";1;"Men";"35-44";1992;"STROKE2";0;363.7464
"41723";"FIN-WESa";1;"Men";"35-44";1993;"STROKE2";0;323.9176
"41724";"FIN-WESa";1;"Men";"35-44";1994;"STROKE2";0;283.345
"41725";"FIN-WESa";1;"Men";"35-44";1995;"STROKE2";0;251.8601
"41726";"FIN-WESa";1;"Men";"35-44";1996;"STROKE2";0;213.8795
"41727";"FIN-WESa";1;"Men";"35-44";1997;"STROKE2";0;177.0797
"41728";"FIN-WESa";1;"Men";"35-44";1998;"STROKE2";0;139.378
"41729";"FIN-WESa";1;"Men";"35-44";1999;"STROKE2";0;105.301
"41730";"FIN-WESa";1;"Men";"35-44";2000;"STROKE2";0;70.10996
"41731";"FIN-WESa";1;"Men";"35-44";2001;"STROKE2";0;31.03145
"41732";"FIN-WESa";1;"Men";"35-44";2002;"STROKE2";0;2.672342
"41733";"FIN-WESa";1;"Men";"45-54";1982;"STROKE2";0;343.9942
"41734";"FIN-WESa";1;"Men";"45-54";1983;"STROKE2";0;387.8328
"41735";"FIN-WESa";1;"Men";"45-54";1984;"STROKE2";0;380.3598
"41736";"FIN-WESa";1;"Men";"45-54";1985;"STROKE2";1;369.232
"41737";"FIN-WESa";1;"Men";"45-54";1986;"STROKE2";0;353.8571
"41738";"FIN-WESa";1;"Men";"45-54";1987;"STROKE2";0;349.2464
"41739";"FIN-WESa";1;"Men";"45-54";1988;"STROKE2";1;342.7518
"41740";"FIN-WESa";1;"Men";"45-54";1989;"STROKE2";1;343.9283
"41741";"FIN-WESa";1;"Men";"45-54";1990;"STROKE2";0;338.8056
"41742";"FIN-WESa";1;"Men";"45-54";1991;"STROKE2";0;348.5824
"41743";"FIN-WESa";1;"Men";"45-54";1992;"STROKE2";0;362.1283
"41744";"FIN-WESa";1;"Men";"45-54";1993;"STROKE2";0;371.364
"41745";"FIN-WESa";1;"Men";"45-54";1994;"STROKE2";0;377.1485
"41746";"FIN-WESa";1;"Men";"45-54";1995;"STROKE2";0;374.4668
"41747";"FIN-WESa";1;"Men";"45-54";1996;"STROKE2";0;377.577
"41748";"FIN-WESa";1;"Men";"45-54";1997;"STROKE2";0;374.1972
"41749";"FIN-WESa";1;"Men";"45-54";1998;"STROKE2";0;383.0552
"41750";"FIN-WESa";1;"Men";"45-54";1999;"STROKE2";0;385.9281
"41751";"FIN-WESa";1;"Men";"45-54";2000;"STROKE2";0;382.4316
"41752";"FIN-WESa";1;"Men";"45-54";2001;"STROKE2";0;374.5635
"41753";"FIN-WESa";1;"Men";"45-54";2002;"STROKE2";0;353.9614
"41754";"FIN-WESa";1;"Men";"45-54";2003;"STROKE2";0;312.8584
"41755";"FIN-WESa";1;"Men";"45-54";2004;"STROKE2";0;274.1154
"41756";"FIN-WESa";1;"Men";"45-54";2005;"STROKE2";0;243.965
"41757";"FIN-WESa";1;"Men";"45-54";2006;"STROKE2";0;207.0107
"41758";"FIN-WESa";1;"Men";"55-64";1982;"STROKE2";0;360.9001
"41759";"FIN-WESa";1;"Men";"55-64";1983;"STROKE2";1;440.4947
"41760";"FIN-WESa";1;"Men";"55-64";1984;"STROKE2";2;443.0884
"41761";"FIN-WESa";1;"Men";"55-64";1985;"STROKE2";0;434.0575
"41762";"FIN-WESa";1;"Men";"55-64";1986;"STROKE2";1;427.3721
"41763";"FIN-WESa";1;"Men";"55-64";1987;"STROKE2";1;418.7735
"41764";"FIN-WESa";1;"Men";"55-64";1988;"STROKE2";0;405.7552
"41765";"FIN-WESa";1;"Men";"55-64";1989;"STROKE2";1;388.2909
"41766";"FIN-WESa";1;"Men";"55-64";1990;"STROKE2";0;388.5703
"41767";"FIN-WESa";1;"Men";"55-64";1991;"STROKE2";0;373.5895
"41768";"FIN-WESa";1;"Men";"55-64";1992;"STROKE2";1;354.0933
"41769";"FIN-WESa";1;"Men";"55-64";1993;"STROKE2";0;346.1526
"41770";"FIN-WESa";1;"Men";"55-64";1994;"STROKE2";0;340.0519
"41771";"FIN-WESa";1;"Men";"55-64";1995;"STROKE2";1;331.6363
"41772";"FIN-WESa";1;"Men";"55-64";1996;"STROKE2";1;313.0065
"41773";"FIN-WESa";1;"Men";"55-64";1997;"STROKE2";1;310.8536
"41774";"FIN-WESa";1;"Men";"55-64";1998;"STROKE2";1;306.3126
"41775";"FIN-WESa";1;"Men";"55-64";1999;"STROKE2";0;307.0813
"41776";"FIN-WESa";1;"Men";"55-64";2000;"STROKE2";0;302.2928
"41777";"FIN-WESa";1;"Men";"55-64";2001;"STROKE2";1;315.5096
"41778";"FIN-WESa";1;"Men";"55-64";2002;"STROKE2";0;327.5733
"41779";"FIN-WESa";1;"Men";"55-64";2003;"STROKE2";0;338.9175
"41780";"FIN-WESa";1;"Men";"55-64";2004;"STROKE2";1;343.9346
"41781";"FIN-WESa";1;"Men";"55-64";2005;"STROKE2";1;345.2632
"41782";"FIN-WESa";1;"Men";"55-64";2006;"STROKE2";2;346.1958
"41783";"FIN-WESa";1;"Men";"65-69";1983;"STROKE2";0;7.204537
"41784";"FIN-WESa";1;"Men";"65-69";1984;"STROKE2";0;35.43343
"41785";"FIN-WESa";1;"Men";"65-69";1985;"STROKE2";0;76.8483
"41786";"FIN-WESa";1;"Men";"65-69";1986;"STROKE2";0;120.4054
"41787";"FIN-WESa";1;"Men";"65-69";1987;"STROKE2";0;159.1035
"41788";"FIN-WESa";1;"Men";"65-69";1988;"STROKE2";2;184.2757
"41789";"FIN-WESa";1;"Men";"65-69";1989;"STROKE2";0;187.1926
"41790";"FIN-WESa";1;"Men";"65-69";1990;"STROKE2";0;185.3042
"41791";"FIN-WESa";1;"Men";"65-69";1991;"STROKE2";2;182.2264
"41792";"FIN-WESa";1;"Men";"65-69";1992;"STROKE2";0;182.0229
"41793";"FIN-WESa";1;"Men";"65-69";1993;"STROKE2";1;175.6188
"41794";"FIN-WESa";1;"Men";"65-69";1994;"STROKE2";1;169.116
"41795";"FIN-WESa";1;"Men";"65-69";1995;"STROKE2";0;166.7456
"41796";"FIN-WESa";1;"Men";"65-69";1996;"STROKE2";0;174.2483
"41797";"FIN-WESa";1;"Men";"65-69";1997;"STROKE2";0;169.8479
"41798";"FIN-WESa";1;"Men";"65-69";1998;"STROKE2";0;163.3078
"41799";"FIN-WESa";1;"Men";"65-69";1999;"STROKE2";1;151.4565
"41800";"FIN-WESa";1;"Men";"65-69";2000;"STROKE2";1;157.265
"41801";"FIN-WESa";1;"Men";"65-69";2001;"STROKE2";0;150.0593
"41802";"FIN-WESa";1;"Men";"65-69";2002;"STROKE2";0;149.2479
"41803";"FIN-WESa";1;"Men";"65-69";2003;"STROKE2";0;148.4994
"41804";"FIN-WESa";1;"Men";"65-69";2004;"STROKE2";0;154.8354
"41805";"FIN-WESa";1;"Men";"65-69";2005;"STROKE2";0;139.1847
"41806";"FIN-WESa";1;"Men";"65-69";2006;"STROKE2";0;136.5485
"41807";"FIN-WESa";1;"Men";"70-74";1988;"STROKE2";0;6.731641
"41808";"FIN-WESa";1;"Men";"70-74";1989;"STROKE2";0;28.63149
"41809";"FIN-WESa";1;"Men";"70-74";1990;"STROKE2";0;57.10426
"41810";"FIN-WESa";1;"Men";"70-74";1991;"STROKE2";0;90.93067
"41811";"FIN-WESa";1;"Men";"70-74";1992;"STROKE2";0;126.7324
"41812";"FIN-WESa";1;"Men";"70-74";1993;"STROKE2";0;154.1883
"41813";"FIN-WESa";1;"Men";"70-74";1994;"STROKE2";1;165.1323
"41814";"FIN-WESa";1;"Men";"70-74";1995;"STROKE2";1;162.3361
"41815";"FIN-WESa";1;"Men";"70-74";1996;"STROKE2";0;156.3035
"41816";"FIN-WESa";1;"Men";"70-74";1997;"STROKE2";1;154.9508
"41817";"FIN-WESa";1;"Men";"70-74";1998;"STROKE2";1;153.1627
"41818";"FIN-WESa";1;"Men";"70-74";1999;"STROKE2";2;145.8209
"41819";"FIN-WESa";1;"Men";"70-74";2000;"STROKE2";0;144.9949
"41820";"FIN-WESa";1;"Men";"70-74";2001;"STROKE2";1;143.7371
"41821";"FIN-WESa";1;"Men";"70-74";2002;"STROKE2";1;143.1717
"41822";"FIN-WESa";1;"Men";"70-74";2003;"STROKE2";0;141.7222
"41823";"FIN-WESa";1;"Men";"70-74";2004;"STROKE2";0;131.4489
"41824";"FIN-WESa";1;"Men";"70-74";2005;"STROKE2";0;138.4051
"41825";"FIN-WESa";1;"Men";"70-74";2006;"STROKE2";1;134.4309
"41826";"FIN-WESa";1;"Men";">74";1993;"STROKE2";0;4.23785
"41827";"FIN-WESa";1;"Men";">74";1994;"STROKE2";0;18.62239
"41828";"FIN-WESa";1;"Men";">74";1995;"STROKE2";0;43.89082
"41829";"FIN-WESa";1;"Men";">74";1996;"STROKE2";1;76.85515
"41830";"FIN-WESa";1;"Men";">74";1997;"STROKE2";0;105.5335
"41831";"FIN-WESa";1;"Men";">74";1998;"STROKE2";1;129.0328
"41832";"FIN-WESa";1;"Men";">74";1999;"STROKE2";1;151.0652
"41833";"FIN-WESa";1;"Men";">74";2000;"STROKE2";1;164.2938
"41834";"FIN-WESa";1;"Men";">74";2001;"STROKE2";1;178.9621
"41835";"FIN-WESa";1;"Men";">74";2002;"STROKE2";2;190.9442
"41836";"FIN-WESa";1;"Men";">74";2003;"STROKE2";1;203.3119
"41837";"FIN-WESa";1;"Men";">74";2004;"STROKE2";4;213.5733
"41838";"FIN-WESa";1;"Men";">74";2005;"STROKE2";1;226.5256
"41839";"FIN-WESa";1;"Men";">74";2006;"STROKE2";0;235.783
"45176";"FIN-WESa";1;"Men";"<35";1982;"CHD1";0;315.5465
"45177";"FIN-WESa";1;"Men";"<35";1983;"CHD1";0;326.908
"45178";"FIN-WESa";1;"Men";"<35";1984;"CHD1";0;285.8193
"45179";"FIN-WESa";1;"Men";"<35";1985;"CHD1";0;254.4454
"45180";"FIN-WESa";1;"Men";"<35";1986;"CHD1";0;216.8586
"45181";"FIN-WESa";1;"Men";"<35";1987;"CHD1";0;180.0797
"45182";"FIN-WESa";1;"Men";"<35";1988;"CHD1";0;142.378
"45183";"FIN-WESa";1;"Men";"<35";1989;"CHD1";0;108.301
"45184";"FIN-WESa";1;"Men";"<35";1990;"CHD1";0;71.22143
"45185";"FIN-WESa";1;"Men";"<35";1991;"CHD1";0;31.03143
"45186";"FIN-WESa";1;"Men";"<35";1992;"CHD1";0;2.672334
"45187";"FIN-WESa";1;"Men";"35-44";1982;"CHD1";0;322.0157
"45188";"FIN-WESa";1;"Men";"35-44";1983;"CHD1";1;383.5743
"45189";"FIN-WESa";1;"Men";"35-44";1984;"CHD1";0;388.9318
"45190";"FIN-WESa";1;"Men";"35-44";1985;"CHD1";0;388.4736
"45191";"FIN-WESa";1;"Men";"35-44";1986;"CHD1";1;391.0776
"45192";"FIN-WESa";1;"Men";"35-44";1987;"CHD1";0;388.9042
"45193";"FIN-WESa";1;"Men";"35-44";1988;"CHD1";2;397.3384
"45194";"FIN-WESa";1;"Men";"35-44";1989;"CHD1";0;398.0501
"45195";"FIN-WESa";1;"Men";"35-44";1990;"CHD1";1;393.2057
"45196";"FIN-WESa";1;"Men";"35-44";1991;"CHD1";2;381.6389
"45197";"FIN-WESa";1;"Men";"35-44";1992;"CHD1";0;361.2947
"45198";"FIN-WESa";1;"Men";"35-44";1993;"CHD1";0;321.9176
"45199";"FIN-WESa";1;"Men";"35-44";1994;"CHD1";1;281.076
"45200";"FIN-WESa";1;"Men";"35-44";1995;"CHD1";0;248.8601
"45201";"FIN-WESa";1;"Men";"35-44";1996;"CHD1";0;210.9291
"45202";"FIN-WESa";1;"Men";"35-44";1997;"CHD1";0;175.794
"45203";"FIN-WESa";1;"Men";"35-44";1998;"CHD1";0;139.0148
"45204";"FIN-WESa";1;"Men";"35-44";1999;"CHD1";0;105.301
"45205";"FIN-WESa";1;"Men";"35-44";2000;"CHD1";0;70.10994
"45206";"FIN-WESa";1;"Men";"35-44";2001;"CHD1";0;31.03143
"45207";"FIN-WESa";1;"Men";"35-44";2002;"CHD1";0;2.672334
"45208";"FIN-WESa";1;"Men";"45-54";1982;"CHD1";0;343.9942
"45209";"FIN-WESa";1;"Men";"45-54";1983;"CHD1";4;385.533
"45210";"FIN-WESa";1;"Men";"45-54";1984;"CHD1";2;375.979
"45211";"FIN-WESa";1;"Men";"45-54";1985;"CHD1";4;361.6385
"45212";"FIN-WESa";1;"Men";"45-54";1986;"CHD1";2;342.1026
"45213";"FIN-WESa";1;"Men";"45-54";1987;"CHD1";1;337.0223
"45214";"FIN-WESa";1;"Men";"45-54";1988;"CHD1";1;330.9014
"45215";"FIN-WESa";1;"Men";"45-54";1989;"CHD1";3;330.3141
"45216";"FIN-WESa";1;"Men";"45-54";1990;"CHD1";3;323.4697
"45217";"FIN-WESa";1;"Men";"45-54";1991;"CHD1";2;335.9462
"45218";"FIN-WESa";1;"Men";"45-54";1992;"CHD1";6;347.4085
"45219";"FIN-WESa";1;"Men";"45-54";1993;"CHD1";0;358.6103
"45220";"FIN-WESa";1;"Men";"45-54";1994;"CHD1";2;367.8641
"45221";"FIN-WESa";1;"Men";"45-54";1995;"CHD1";0;369.012
"45222";"FIN-WESa";1;"Men";"45-54";1996;"CHD1";1;371.9976
"45223";"FIN-WESa";1;"Men";"45-54";1997;"CHD1";3;365.4514
"45224";"FIN-WESa";1;"Men";"45-54";1998;"CHD1";0;372.4184
"45225";"FIN-WESa";1;"Men";"45-54";1999;"CHD1";1;374.7991
"45226";"FIN-WESa";1;"Men";"45-54";2000;"CHD1";0;373.4392
"45227";"FIN-WESa";1;"Men";"45-54";2001;"CHD1";1;366.5263
"45228";"FIN-WESa";1;"Men";"45-54";2002;"CHD1";1;347.446
"45229";"FIN-WESa";1;"Men";"45-54";2003;"CHD1";0;307.2067
"45230";"FIN-WESa";1;"Men";"45-54";2004;"CHD1";0;269.8311
"45231";"FIN-WESa";1;"Men";"45-54";2005;"CHD1";0;239.965
"45232";"FIN-WESa";1;"Men";"45-54";2006;"CHD1";0;203.7055
"45233";"FIN-WESa";1;"Men";"55-64";1982;"CHD1";2;360.6195
"45234";"FIN-WESa";1;"Men";"55-64";1983;"CHD1";2;437.4379
"45235";"FIN-WESa";1;"Men";"55-64";1984;"CHD1";2;437.8891
"45236";"FIN-WESa";1;"Men";"55-64";1985;"CHD1";4;426.2608
"45237";"FIN-WESa";1;"Men";"55-64";1986;"CHD1";7;414.0823
"45238";"FIN-WESa";1;"Men";"55-64";1987;"CHD1";2;402.6837
"45239";"FIN-WESa";1;"Men";"55-64";1988;"CHD1";0;388.7643
"45240";"FIN-WESa";1;"Men";"55-64";1989;"CHD1";1;372.2639
"45241";"FIN-WESa";1;"Men";"55-64";1990;"CHD1";7;370.8529
"45242";"FIN-WESa";1;"Men";"55-64";1991;"CHD1";7;351.8752
"45243";"FIN-WESa";1;"Men";"55-64";1992;"CHD1";5;326.1534
"45244";"FIN-WESa";1;"Men";"55-64";1993;"CHD1";3;315.6716
"45245";"FIN-WESa";1;"Men";"55-64";1994;"CHD1";3;307.8089
"45246";"FIN-WESa";1;"Men";"55-64";1995;"CHD1";4;296.3502
"45247";"FIN-WESa";1;"Men";"55-64";1996;"CHD1";2;277.7451
"45248";"FIN-WESa";1;"Men";"55-64";1997;"CHD1";4;276.9142
"45249";"FIN-WESa";1;"Men";"55-64";1998;"CHD1";4;273.6073
"45250";"FIN-WESa";1;"Men";"55-64";1999;"CHD1";4;273.3367
"45251";"FIN-WESa";1;"Men";"55-64";2000;"CHD1";2;269.9639
"45252";"FIN-WESa";1;"Men";"55-64";2001;"CHD1";0;282.6406
"45253";"FIN-WESa";1;"Men";"55-64";2002;"CHD1";3;296.7569
"45254";"FIN-WESa";1;"Men";"55-64";2003;"CHD1";2;312.8967
"45255";"FIN-WESa";1;"Men";"55-64";2004;"CHD1";2;320.5714
"45256";"FIN-WESa";1;"Men";"55-64";2005;"CHD1";2;323.5938
"45257";"FIN-WESa";1;"Men";"55-64";2006;"CHD1";1;325.7173
"45258";"FIN-WESa";1;"Men";"65-69";1983;"CHD1";0;7.204548
"45259";"FIN-WESa";1;"Men";"65-69";1984;"CHD1";0;35.43345
"45260";"FIN-WESa";1;"Men";"65-69";1985;"CHD1";2;76.49788
"45261";"FIN-WESa";1;"Men";"65-69";1986;"CHD1";3;116.1211
"45262";"FIN-WESa";1;"Men";"65-69";1987;"CHD1";3;151.5208
"45263";"FIN-WESa";1;"Men";"65-69";1988;"CHD1";1;173.6186
"45264";"FIN-WESa";1;"Men";"65-69";1989;"CHD1";1;179.1451
"45265";"FIN-WESa";1;"Men";"65-69";1990;"CHD1";3;175.0883
"45266";"FIN-WESa";1;"Men";"65-69";1991;"CHD1";1;169.3832
"45267";"FIN-WESa";1;"Men";"65-69";1992;"CHD1";1;168.4141
"45268";"FIN-WESa";1;"Men";"65-69";1993;"CHD1";1;159.5127
"45269";"FIN-WESa";1;"Men";"65-69";1994;"CHD1";1;150.663
"45270";"FIN-WESa";1;"Men";"65-69";1995;"CHD1";4;148.3571
"45271";"FIN-WESa";1;"Men";"65-69";1996;"CHD1";0;154.857
"45272";"FIN-WESa";1;"Men";"65-69";1997;"CHD1";4;147.4372
