"";"rua";"cohort";"sex";"agegr";"year";"endpoint";"events";"followupyears"
"62650";"FIN-WESa";1;"Women";"65-69";2000;"CHD1";0;180.3892
"62651";"FIN-WESa";1;"Women";"65-69";2001;"CHD1";1;175.7353
"62652";"FIN-WESa";1;"Women";"65-69";2002;"CHD1";0;174.1794
"62653";"FIN-WESa";1;"Women";"65-69";2003;"CHD1";1;162.4144
"62654";"FIN-WESa";1;"Women";"65-69";2004;"CHD1";2;159.3303
"62655";"FIN-WESa";1;"Women";"65-69";2005;"CHD1";0;155.1592
"62656";"FIN-WESa";1;"Women";"65-69";2006;"CHD1";0;155.0413
"62657";"FIN-WESa";1;"Women";"70-74";1988;"CHD1";0;7.330452
"62658";"FIN-WESa";1;"Women";"70-74";1989;"CHD1";0;48.66364
"62659";"FIN-WESa";1;"Women";"70-74";1990;"CHD1";0;99.2973
"62660";"FIN-WESa";1;"Women";"70-74";1991;"CHD1";0;143.8699
"62661";"FIN-WESa";1;"Women";"70-74";1992;"CHD1";1;185.4038
"62662";"FIN-WESa";1;"Women";"70-74";1993;"CHD1";2;225.4418
"62663";"FIN-WESa";1;"Women";"70-74";1994;"CHD1";4;223.1324
"62664";"FIN-WESa";1;"Women";"70-74";1995;"CHD1";1;211.3346
"62665";"FIN-WESa";1;"Women";"70-74";1996;"CHD1";2;191.492
"62666";"FIN-WESa";1;"Women";"70-74";1997;"CHD1";3;172.5051
"62667";"FIN-WESa";1;"Women";"70-74";1998;"CHD1";0;154.0221
"62668";"FIN-WESa";1;"Women";"70-74";1999;"CHD1";1;163.2293
"62669";"FIN-WESa";1;"Women";"70-74";2000;"CHD1";0;161.0495
"62670";"FIN-WESa";1;"Women";"70-74";2001;"CHD1";2;169.4887
"62671";"FIN-WESa";1;"Women";"70-74";2002;"CHD1";3;177.2208
"62672";"FIN-WESa";1;"Women";"70-74";2003;"CHD1";0;175.8301
"62673";"FIN-WESa";1;"Women";"70-74";2004;"CHD1";1;168.6485
"62674";"FIN-WESa";1;"Women";"70-74";2005;"CHD1";1;166.3126
"62675";"FIN-WESa";1;"Women";"70-74";2006;"CHD1";1;163.7453
"62676";"FIN-WESa";1;"Women";">74";1993;"CHD1";0;7.322238
"62677";"FIN-WESa";1;"Women";">74";1994;"CHD1";0;44.23833
"62678";"FIN-WESa";1;"Women";">74";1995;"CHD1";0;87.40194
"62679";"FIN-WESa";1;"Women";">74";1996;"CHD1";0;129.3333
"62680";"FIN-WESa";1;"Women";">74";1997;"CHD1";2;166.4138
"62681";"FIN-WESa";1;"Women";">74";1998;"CHD1";2;203.4032
"62682";"FIN-WESa";1;"Women";">74";1999;"CHD1";4;229.0615
"62683";"FIN-WESa";1;"Women";">74";2000;"CHD1";3;255.9923
"62684";"FIN-WESa";1;"Women";">74";2001;"CHD1";6;272.3988
"62685";"FIN-WESa";1;"Women";">74";2002;"CHD1";5;276.6488
"62686";"FIN-WESa";1;"Women";">74";2003;"CHD1";3;287.5179
"62687";"FIN-WESa";1;"Women";">74";2004;"CHD1";1;311.5298
"62688";"FIN-WESa";1;"Women";">74";2005;"CHD1";4;331.2491
"62689";"FIN-WESa";1;"Women";">74";2006;"CHD1";4;350.7192
"66026";"FIN-WESa";1;"Women";"<35";1982;"STROKE1";0;332.7158
"66027";"FIN-WESa";1;"Women";"<35";1983;"STROKE1";0;347.264
"66028";"FIN-WESa";1;"Women";"<35";1984;"STROKE1";0;305.1447
"66029";"FIN-WESa";1;"Women";"<35";1985;"STROKE1";0;261.8206
"66030";"FIN-WESa";1;"Women";"<35";1986;"STROKE1";0;227.602
"66031";"FIN-WESa";1;"Women";"<35";1987;"STROKE1";0;185.7976
"66032";"FIN-WESa";1;"Women";"<35";1988;"STROKE1";0;141.5456
"66033";"FIN-WESa";1;"Women";"<35";1989;"STROKE1";0;105.1013
"66034";"FIN-WESa";1;"Women";"<35";1990;"STROKE1";0;66.9935
"66035";"FIN-WESa";1;"Women";"<35";1991;"STROKE1";0;32.52221
"66036";"FIN-WESa";1;"Women";"<35";1992;"STROKE1";0;3.196163
"66037";"FIN-WESa";1;"Women";"35-44";1982;"STROKE1";0;365.6498
"66038";"FIN-WESa";1;"Women";"35-44";1983;"STROKE1";1;437.309
"66039";"FIN-WESa";1;"Women";"35-44";1984;"STROKE1";1;440.5965
"66040";"FIN-WESa";1;"Women";"35-44";1985;"STROKE1";0;449.8523
"66041";"FIN-WESa";1;"Women";"35-44";1986;"STROKE1";1;443.9131
"66042";"FIN-WESa";1;"Women";"35-44";1987;"STROKE1";0;449.3815
"66043";"FIN-WESa";1;"Women";"35-44";1988;"STROKE1";0;455.0728
"66044";"FIN-WESa";1;"Women";"35-44";1989;"STROKE1";0;452.7577
"66045";"FIN-WESa";1;"Women";"35-44";1990;"STROKE1";0;444.2566
"66046";"FIN-WESa";1;"Women";"35-44";1991;"STROKE1";0;415.2046
"66047";"FIN-WESa";1;"Women";"35-44";1992;"STROKE1";0;383.6712
"66048";"FIN-WESa";1;"Women";"35-44";1993;"STROKE1";0;343.2757
"66049";"FIN-WESa";1;"Women";"35-44";1994;"STROKE1";0;301.3607
"66050";"FIN-WESa";1;"Women";"35-44";1995;"STROKE1";0;257.1286
"66051";"FIN-WESa";1;"Women";"35-44";1996;"STROKE1";0;223.429
"66052";"FIN-WESa";1;"Women";"35-44";1997;"STROKE1";0;183.2651
"66053";"FIN-WESa";1;"Women";"35-44";1998;"STROKE1";0;138.5922
"66054";"FIN-WESa";1;"Women";"35-44";1999;"STROKE1";0;102.1013
"66055";"FIN-WESa";1;"Women";"35-44";2000;"STROKE1";0;65.88628
"66056";"FIN-WESa";1;"Women";"35-44";2001;"STROKE1";0;32.52221
"66057";"FIN-WESa";1;"Women";"35-44";2002;"STROKE1";0;3.196163
"66058";"FIN-WESa";1;"Women";"45-54";1982;"STROKE1";0;357.8169
"66059";"FIN-WESa";1;"Women";"45-54";1983;"STROKE1";0;400.1123
"66060";"FIN-WESa";1;"Women";"45-54";1984;"STROKE1";1;386.0842
"66061";"FIN-WESa";1;"Women";"45-54";1985;"STROKE1";0;376.4413
"66062";"FIN-WESa";1;"Women";"45-54";1986;"STROKE1";0;371.6033
"66063";"FIN-WESa";1;"Women";"45-54";1987;"STROKE1";0;364.9261
"66064";"FIN-WESa";1;"Women";"45-54";1988;"STROKE1";0;363.2486
"66065";"FIN-WESa";1;"Women";"45-54";1989;"STROKE1";0;359.9444
"66066";"FIN-WESa";1;"Women";"45-54";1990;"STROKE1";0;362.6618
"66067";"FIN-WESa";1;"Women";"45-54";1991;"STROKE1";0;389.623
"66068";"FIN-WESa";1;"Women";"45-54";1992;"STROKE1";1;409.7111
"66069";"FIN-WESa";1;"Women";"45-54";1993;"STROKE1";0;429.1172
"66070";"FIN-WESa";1;"Women";"45-54";1994;"STROKE1";0;432.3962
"66071";"FIN-WESa";1;"Women";"45-54";1995;"STROKE1";0;441.9262
"66072";"FIN-WESa";1;"Women";"45-54";1996;"STROKE1";0;437.2209
"66073";"FIN-WESa";1;"Women";"45-54";1997;"STROKE1";0;442.2119
"66074";"FIN-WESa";1;"Women";"45-54";1998;"STROKE1";0;447.0728
"66075";"FIN-WESa";1;"Women";"45-54";1999;"STROKE1";0;445.6995
"66076";"FIN-WESa";1;"Women";"45-54";2000;"STROKE1";0;437.2769
"66077";"FIN-WESa";1;"Women";"45-54";2001;"STROKE1";1;404.306
"66078";"FIN-WESa";1;"Women";"45-54";2002;"STROKE1";0;374.2109
"66079";"FIN-WESa";1;"Women";"45-54";2003;"STROKE1";0;334.7343
"66080";"FIN-WESa";1;"Women";"45-54";2004;"STROKE1";0;292.7828
"66081";"FIN-WESa";1;"Women";"45-54";2005;"STROKE1";0;251.5079
"66082";"FIN-WESa";1;"Women";"45-54";2006;"STROKE1";1;218.3224
"66083";"FIN-WESa";1;"Women";"55-64";1982;"STROKE1";0;371.4935
"66084";"FIN-WESa";1;"Women";"55-64";1983;"STROKE1";2;458.2518
"66085";"FIN-WESa";1;"Women";"55-64";1984;"STROKE1";0;461.9837
"66086";"FIN-WESa";1;"Women";"55-64";1985;"STROKE1";2;446.3127
"66087";"FIN-WESa";1;"Women";"55-64";1986;"STROKE1";0;432.4764
"66088";"FIN-WESa";1;"Women";"55-64";1987;"STROKE1";0;423.2424
"66089";"FIN-WESa";1;"Women";"55-64";1988;"STROKE1";1;396.6836
"66090";"FIN-WESa";1;"Women";"55-64";1989;"STROKE1";1;392.9455
"66091";"FIN-WESa";1;"Women";"55-64";1990;"STROKE1";0;391.7232
"66092";"FIN-WESa";1;"Women";"55-64";1991;"STROKE1";0;392.9951
"66093";"FIN-WESa";1;"Women";"55-64";1992;"STROKE1";1;397.6448
"66094";"FIN-WESa";1;"Women";"55-64";1993;"STROKE1";0;381.178
"66095";"FIN-WESa";1;"Women";"55-64";1994;"STROKE1";0;366.7202
"66096";"FIN-WESa";1;"Women";"55-64";1995;"STROKE1";1;358.0113
"66097";"FIN-WESa";1;"Women";"55-64";1996;"STROKE1";0;351.6322
"66098";"FIN-WESa";1;"Women";"55-64";1997;"STROKE1";0;347.1456
"66099";"FIN-WESa";1;"Women";"55-64";1998;"STROKE1";0;348.7231
"66100";"FIN-WESa";1;"Women";"55-64";1999;"STROKE1";0;347.8148
"66101";"FIN-WESa";1;"Women";"55-64";2000;"STROKE1";0;354.3108
"66102";"FIN-WESa";1;"Women";"55-64";2001;"STROKE1";0;379.7844
"66103";"FIN-WESa";1;"Women";"55-64";2002;"STROKE1";1;399.0018
"66104";"FIN-WESa";1;"Women";"55-64";2003;"STROKE1";2;413.7426
"66105";"FIN-WESa";1;"Women";"55-64";2004;"STROKE1";0;419.7396
"66106";"FIN-WESa";1;"Women";"55-64";2005;"STROKE1";0;427.1269
"66107";"FIN-WESa";1;"Women";"55-64";2006;"STROKE1";1;419.4408
"66108";"FIN-WESa";1;"Women";"65-69";1983;"STROKE1";0;8.087641
"66109";"FIN-WESa";1;"Women";"65-69";1984;"STROKE1";0;53.94528
"66110";"FIN-WESa";1;"Women";"65-69";1985;"STROKE1";1;106.8757
"66111";"FIN-WESa";1;"Women";"65-69";1986;"STROKE1";0;158.4654
"66112";"FIN-WESa";1;"Women";"65-69";1987;"STROKE1";1;204.866
"66113";"FIN-WESa";1;"Women";"65-69";1988;"STROKE1";0;253.547
"66114";"FIN-WESa";1;"Women";"65-69";1989;"STROKE1";0;247.3636
"66115";"FIN-WESa";1;"Women";"65-69";1990;"STROKE1";1;234.9893
"66116";"FIN-WESa";1;"Women";"65-69";1991;"STROKE1";0;216.6535
"66117";"FIN-WESa";1;"Women";"65-69";1992;"STROKE1";0;197.6222
"66118";"FIN-WESa";1;"Women";"65-69";1993;"STROKE1";3;178.0837
"66119";"FIN-WESa";1;"Women";"65-69";1994;"STROKE1";0;184.5735
"66120";"FIN-WESa";1;"Women";"65-69";1995;"STROKE1";2;181.1164
"66121";"FIN-WESa";1;"Women";"65-69";1996;"STROKE1";1;188.4837
"66122";"FIN-WESa";1;"Women";"65-69";1997;"STROKE1";0;197.8641
"66123";"FIN-WESa";1;"Women";"65-69";1998;"STROKE1";1;198.0914
"66124";"FIN-WESa";1;"Women";"65-69";1999;"STROKE1";1;183.9197
"66125";"FIN-WESa";1;"Women";"65-69";2000;"STROKE1";1;180.6483
"66126";"FIN-WESa";1;"Women";"65-69";2001;"STROKE1";0;176.4555
"66127";"FIN-WESa";1;"Women";"65-69";2002;"STROKE1";1;174.5587
"66128";"FIN-WESa";1;"Women";"65-69";2003;"STROKE1";0;161.9251
"66129";"FIN-WESa";1;"Women";"65-69";2004;"STROKE1";1;160.2656
"66130";"FIN-WESa";1;"Women";"65-69";2005;"STROKE1";0;156.2477
"66131";"FIN-WESa";1;"Women";"65-69";2006;"STROKE1";1;156.2476
"66132";"FIN-WESa";1;"Women";"70-74";1988;"STROKE1";0;7.625136
"66133";"FIN-WESa";1;"Women";"70-74";1989;"STROKE1";0;49.66368
"66134";"FIN-WESa";1;"Women";"70-74";1990;"STROKE1";1;99.29688
"66135";"FIN-WESa";1;"Women";"70-74";1991;"STROKE1";1;143.4485
"66136";"FIN-WESa";1;"Women";"70-74";1992;"STROKE1";1;184.9766
"66137";"FIN-WESa";1;"Women";"70-74";1993;"STROKE1";4;225.4117
"66138";"FIN-WESa";1;"Women";"70-74";1994;"STROKE1";1;224.3109
"66139";"FIN-WESa";1;"Women";"70-74";1995;"STROKE1";2;212.785
"66140";"FIN-WESa";1;"Women";"70-74";1996;"STROKE1";1;193.6375
"66141";"FIN-WESa";1;"Women";"70-74";1997;"STROKE1";0;180.6125
"66142";"FIN-WESa";1;"Women";"70-74";1998;"STROKE1";2;161.235
"66143";"FIN-WESa";1;"Women";"70-74";1999;"STROKE1";1;167.9956
"66144";"FIN-WESa";1;"Women";"70-74";2000;"STROKE1";0;169.0948
"66145";"FIN-WESa";1;"Women";"70-74";2001;"STROKE1";0;178.0161
"66146";"FIN-WESa";1;"Women";"70-74";2002;"STROKE1";0;185.4327
"66147";"FIN-WESa";1;"Women";"70-74";2003;"STROKE1";0;184.0235
"66148";"FIN-WESa";1;"Women";"70-74";2004;"STROKE1";2;173.0503
"66149";"FIN-WESa";1;"Women";"70-74";2005;"STROKE1";4;166.6545
"66150";"FIN-WESa";1;"Women";"70-74";2006;"STROKE1";0;162.4748
"66151";"FIN-WESa";1;"Women";">74";1993;"STROKE1";0;7.195929
"66152";"FIN-WESa";1;"Women";">74";1994;"STROKE1";1;43.32508
"66153";"FIN-WESa";1;"Women";">74";1995;"STROKE1";0;86.5608
"66154";"FIN-WESa";1;"Women";">74";1996;"STROKE1";1;129.9026
"66155";"FIN-WESa";1;"Women";">74";1997;"STROKE1";3;163.2176
"66156";"FIN-WESa";1;"Women";">74";1998;"STROKE1";5;204.8612
"66157";"FIN-WESa";1;"Women";">74";1999;"STROKE1";3;230.9708
"66158";"FIN-WESa";1;"Women";">74";2000;"STROKE1";5;255.7221
"66159";"FIN-WESa";1;"Women";">74";2001;"STROKE1";2;271.0321
"66160";"FIN-WESa";1;"Women";">74";2002;"STROKE1";3;283.2493
"66161";"FIN-WESa";1;"Women";">74";2003;"STROKE1";4;297.3022
"66162";"FIN-WESa";1;"Women";">74";2004;"STROKE1";2;326.1837
"66163";"FIN-WESa";1;"Women";">74";2005;"STROKE1";7;346.7134
"66164";"FIN-WESa";1;"Women";">74";2006;"STROKE1";4;365.0959
